order_id,quantity,item_name,choice_description,item_price,choice_1,choice_2,choice_3,choice_4,choice_5
1097,1,Chips and Guacamole,,$4.45 ,,,,,
1097,2,Canned Soft Drink,Diet Coke,$2.50 ,Diet Coke,,,,
1098,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Rice, Fajita Veggies, Cheese, Guacamole",$11.48 ,Fresh Tomato Salsa (Mild),Rice,Fajita Veggies,Cheese,Guacamole
1098,1,Canned Soda,Sprite,$1.09 ,Sprite,,,,
1099,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",$8.49 ,Fresh Tomato Salsa (Mild),Roasted Chili Corn Salsa (Medium),Black Beans,Rice,Fajita Veggies
1099,1,Chicken Burrito,"Fresh Tomato Salsa (Mild), Roasted Chili Corn Salsa (Medium), Pinto Beans, Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",$8.49 ,Fresh Tomato Salsa (Mild),Roasted Chili Corn Salsa (Medium),Pinto Beans,Black Beans,Rice
1100,2,Chicken Bowl,"Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild), Rice, Fajita Veggies",$16.98 ,Roasted Chili Corn Salsa (Medium),Fresh Tomato Salsa (Mild),Rice,Fajita Veggies,
1101,1,Chips and Guacamole,,$3.99 ,,,,,
1101,1,Veggie Bowl,"Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce",$10.98 ,Fresh Tomato Salsa (Mild),Tomatillo-Red Chili Salsa (Hot),Black Beans,Rice,Fajita Veggies
1101,1,Canned Soda,Sprite,$1.09 ,Sprite,,,,
1102,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Pinto Beans, Cheese",$8.75 ,Fresh Tomato Salsa,Rice,Pinto Beans,Cheese,
1102,1,Chips and Fresh Tomato Salsa,,$2.95 ,,,,,
1102,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Fajita Vegetables, Black Beans",$8.75 ,Fresh Tomato Salsa,Rice,Fajita Vegetables,Black Beans,
1103,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Black Beans, Sour Cream",$8.75 ,Fresh Tomato Salsa,Rice,Black Beans,Sour Cream,
1103,1,Chips and Fresh Tomato Salsa,,$2.95 ,,,,,
1103,1,Barbacoa Soft Tacos,"Tomatillo Red Chili Salsa, Rice, Pinto Beans, Cheese, Sour Cream",$9.25 ,Tomatillo Red Chili Salsa,Rice,Pinto Beans,Cheese,Sour Cream
1104,1,Chicken Bowl,"Fresh Tomato Salsa, Cheese, Guacamole, Sour Cream, Fajita Vegetables, Rice",$11.25 ,Fresh Tomato Salsa,Cheese,Guacamole,Sour Cream,Fajita Vegetables
1104,1,Chips,,$2.15 ,,,,,
1105,1,Steak Burrito,"Fresh Tomato Salsa, Pinto Beans, Cheese, Sour Cream",$9.25 ,Fresh Tomato Salsa,Pinto Beans,Cheese,Sour Cream,
1105,1,Chips and Guacamole,,$4.45 ,,,,,
1106,1,Chips and Guacamole,,$4.45 ,,,,,
1106,1,Barbacoa Burrito,"Fresh Tomato Salsa, Rice, Pinto Beans, Cheese, Lettuce",$9.25 ,Fresh Tomato Salsa,Rice,Pinto Beans,Cheese,Lettuce
1106,1,Barbacoa Crispy Tacos,"Roasted Chili Corn Salsa, Rice, Cheese, Lettuce, Guacamole",$11.75 ,Roasted Chili Corn Salsa,Rice,Cheese,Lettuce,Guacamole
1107,1,Steak Bowl,"Roasted Chili Corn Salsa, Rice, Pinto Beans, Sour Cream, Cheese, Guacamole",$11.75 ,Roasted Chili Corn Salsa,Rice,Pinto Beans,Sour Cream,Cheese
1107,1,Chips,,$2.15 ,,,,,
1108,1,Carnitas Burrito,"Tomatillo Red Chili Salsa, Rice, Cheese, Sour Cream, Lettuce",$9.25 ,Tomatillo Red Chili Salsa,Rice,Cheese,Sour Cream,Lettuce
1108,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream",$8.75 ,Fresh Tomato Salsa,Rice,Black Beans,Cheese,Sour Cream
1109,1,Chicken Burrito,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Sour Cream, Guacamole, Lettuce",$11.25 ,Roasted Chili Corn Salsa,Fajita Vegetables,Rice,Sour Cream,Guacamole
1109,1,6 Pack Soft Drink,Diet Coke,$6.49 ,Diet Coke,,,,
1110,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Cheese, Lettuce",$8.75 ,Fresh Tomato Salsa,Rice,Cheese,Lettuce,
1110,1,Veggie Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce",$11.25 ,Roasted Chili Corn Salsa,Fajita Vegetables,Rice,Black Beans,Cheese
1110,1,Chips and Fresh Tomato Salsa,,$2.95 ,,,,,
1111,1,Chicken Burrito,"Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Rice, Cheese, Sour Cream, Guacamole",$10.98 ,Tomatillo-Red Chili Salsa (Hot),Pinto Beans,Rice,Cheese,Sour Cream
1111,1,Chips and Guacamole,,$3.99 ,,,,,
1112,1,Bottled Water,,$1.50 ,,,,,
1112,1,Barbacoa Bowl,"Tomatillo Red Chili Salsa, Rice, Black Beans, Sour Cream, Cheese, Lettuce",$9.25 ,Tomatillo Red Chili Salsa,Rice,Black Beans,Sour Cream,Cheese
1112,1,Chips,,$2.15 ,,,,,
1113,1,Chicken Soft Tacos,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Lettuce",$8.75 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Black Beans,Lettuce
1113,1,Veggie Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Guacamole, Lettuce",$11.25 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Black Beans,Guacamole
1114,1,Steak Salad Bowl,"Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.89 ,Tomatillo Red Chili Salsa,Rice,Black Beans,Cheese,Sour Cream
1114,1,Chips and Guacamole,,$4.45 ,,,,,
1114,1,Bottled Water,,$1.50 ,,,,,
1114,1,Canned Soft Drink,Coke,$1.25 ,Coke,,,,
1115,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Lettuce",$8.75 ,Fresh Tomato Salsa,Rice,Black Beans,Cheese,Sour Cream
1115,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Lettuce",$8.75 ,Fresh Tomato Salsa,Rice,Cheese,Sour Cream,Lettuce
1115,1,Chips and Guacamole,,$4.45 ,,,,,
1116,1,Chicken Bowl,"Roasted Chili Corn Salsa, Rice, Black Beans, Sour Cream, Cheese, Guacamole",$11.25 ,Roasted Chili Corn Salsa,Rice,Black Beans,Sour Cream,Cheese
1116,1,Steak Crispy Tacos,"Roasted Chili Corn Salsa, Sour Cream, Cheese, Lettuce, Guacamole",$11.75 ,Roasted Chili Corn Salsa,Sour Cream,Cheese,Lettuce,Guacamole
1117,1,Chicken Bowl,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Lettuce",$8.49 ,Tomatillo-Red Chili Salsa (Hot),Black Beans,Rice,Cheese,Lettuce
1117,1,Canned Soda,Diet Dr. Pepper,$1.09 ,Diet Dr. Pepper,,,,
1117,1,Bottled Water,,$1.09 ,,,,,
1117,1,Side of Chips,,$1.69 ,,,,,
1118,1,Steak Burrito,"Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream, Lettuce",$8.99 ,Roasted Chili Corn Salsa (Medium),Tomatillo-Red Chili Salsa (Hot),Black Beans,Rice,Cheese
1118,1,Nantucket Nectar,Apple,$3.39 ,Apple,,,,
1119,1,Steak Burrito,"Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Sour Cream, Lettuce",$8.99 ,Tomatillo-Red Chili Salsa (Hot),Rice,Cheese,Sour Cream,Lettuce
1119,1,Side of Chips,,$1.69 ,,,,,
1120,1,Chicken Burrito,"Roasted Chili Corn Salsa (Medium), Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",$8.49 ,Roasted Chili Corn Salsa (Medium),Rice,Fajita Veggies,Cheese,Sour Cream
1120,1,Steak Burrito,"Roasted Chili Corn Salsa (Medium), Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",$8.99 ,Roasted Chili Corn Salsa (Medium),Rice,Fajita Veggies,Cheese,Sour Cream
1121,3,Bottled Water,,$3.27 ,,,,,
1121,1,Steak Burrito,"Roasted Chili Corn Salsa (Medium), Pinto Beans, Black Beans, Rice, Fajita Veggies, Lettuce",$8.99 ,Roasted Chili Corn Salsa (Medium),Pinto Beans,Black Beans,Rice,Fajita Veggies
1122,1,Steak Burrito,"Fresh Tomato Salsa (Mild), Tomatillo-Red Chili Salsa (Hot), Rice, Cheese, Sour Cream, Lettuce",$8.99 ,Fresh Tomato Salsa (Mild),Tomatillo-Red Chili Salsa (Hot),Rice,Cheese,Sour Cream
1122,1,Canned Soda,Coca Cola,$1.09 ,Coca Cola,,,,
1123,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Rice, Cheese, Sour Cream, Guacamole, Lettuce",$10.98 ,Fresh Tomato Salsa (Mild),Rice,Cheese,Sour Cream,Guacamole
1123,1,Side of Chips,,$1.69 ,,,,,
1124,1,Chips and Guacamole,,$3.99 ,,,,,
1124,1,Chicken Soft Tacos,"Fresh Tomato Salsa (Mild), Cheese, Sour Cream",$8.49 ,Fresh Tomato Salsa (Mild),Cheese,Sour Cream,,
1124,1,Canned Soda,Coca Cola,$1.09 ,Coca Cola,,,,
1125,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Cheese, Lettuce",$8.75 ,Fresh Tomato Salsa,Rice,Cheese,Lettuce,
1126,1,Steak Burrito,"Tomatillo Green Chili Salsa, Rice, Sour Cream, Guacamole, Lettuce",$11.75 ,Tomatillo Green Chili Salsa,Rice,Sour Cream,Guacamole,Lettuce
1126,1,Chicken Burrito,"Tomatillo Green Chili Salsa, Rice, Black Beans, Cheese",$8.75 ,Tomatillo Green Chili Salsa,Rice,Black Beans,Cheese,
1127,1,Steak Burrito,"Fresh Tomato Salsa, Rice, Cheese, Sour Cream",$9.25 ,Fresh Tomato Salsa,Rice,Cheese,Sour Cream,
1127,1,Chicken Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Lettuce",$8.75 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Cheese,Sour Cream
1128,1,Nantucket Nectar,Peach Orange,$3.39 ,Peach Orange,,,,
1128,1,Steak Burrito,"Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream",$8.99 ,Roasted Chili Corn Salsa (Medium),Black Beans,Rice,Fajita Veggies,Cheese
1128,1,Steak Soft Tacos,"Tomatillo-Green Chili Salsa (Medium), Cheese, Sour Cream",$8.99 ,Tomatillo-Green Chili Salsa (Medium),Cheese,Sour Cream,,
1128,1,Chips and Fresh Tomato Salsa,,$2.39 ,,,,,
1129,1,Steak Crispy Tacos,"Fresh Tomato Salsa, Rice, Cheese, Sour Cream, Lettuce",$9.25 ,Fresh Tomato Salsa,Rice,Cheese,Sour Cream,Lettuce
1129,1,Chicken Bowl,"Tomatillo Green Chili Salsa, Rice, Pinto Beans, Cheese, Lettuce",$8.75 ,Tomatillo Green Chili Salsa,Rice,Pinto Beans,Cheese,Lettuce
1130,1,Steak Soft Tacos,"Fresh Tomato Salsa, Cheese, Sour Cream",$9.25 ,Fresh Tomato Salsa,Cheese,Sour Cream,,
1130,1,Steak Burrito,"Tomatillo Red Chili Salsa, Cheese, Sour Cream",$9.25 ,Tomatillo Red Chili Salsa,Cheese,Sour Cream,,
1131,1,Steak Burrito,"Roasted Chili Corn Salsa (Medium), Fresh Tomato Salsa (Mild), Rice, Black Beans, Cheese, Lettuce",$8.99 ,Roasted Chili Corn Salsa (Medium),Fresh Tomato Salsa (Mild),Rice,Black Beans,Cheese
1131,1,Chips and Guacamole,,$3.99 ,,,,,
1131,1,Chips and Tomatillo-Green Chili Salsa,,$2.39 ,,,,,
1132,1,Veggie Burrito,"Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",$8.49 ,Roasted Chili Corn Salsa (Medium),Black Beans,Rice,Fajita Veggies,Cheese
1132,1,Canned Soda,Diet Coke,$1.09 ,Diet Coke,,,,
1132,1,Veggie Soft Tacos,"Roasted Chili Corn Salsa (Medium), Black Beans, Fajita Veggies, Cheese, Sour Cream, Lettuce",$8.49 ,Roasted Chili Corn Salsa (Medium),Black Beans,Fajita Veggies,Cheese,Sour Cream
1133,1,Steak Burrito,"Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream, Lettuce",$8.99 ,Roasted Chili Corn Salsa (Medium),Tomatillo-Red Chili Salsa (Hot),Black Beans,Rice,Cheese
1133,1,Nantucket Nectar,Apple,$3.39 ,Apple,,,,
1134,1,Chicken Soft Tacos,"Roasted Chili Corn Salsa, Rice, Fajita Vegetables, Lettuce, Guacamole",$11.25 ,Roasted Chili Corn Salsa,Rice,Fajita Vegetables,Lettuce,Guacamole
1134,1,Canned Soft Drink,Diet Coke,$1.25 ,Diet Coke,,,,
1135,1,Steak Bowl,"Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Fresh Tomato Salsa (Mild), Tomatillo-Green Chili Salsa (Medium), Rice, Black Beans, Fajita Veggies, Cheese, Sour Cream",$8.99 ,Roasted Chili Corn Salsa (Medium),Tomatillo-Red Chili Salsa (Hot),Fresh Tomato Salsa (Mild),Tomatillo-Green Chili Salsa (Medium),Rice
1135,1,Chips and Guacamole,,$3.99 ,,,,,
1136,1,Chicken Salad Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Cheese, Sour Cream, Lettuce",$8.75 ,Fresh Tomato Salsa,Fajita Vegetables,Cheese,Sour Cream,Lettuce
1136,2,Chips and Guacamole,,$8.90 ,,,,,
1136,1,6 Pack Soft Drink,Diet Coke,$6.49 ,Diet Coke,,,,
1137,1,Chicken Burrito,"Tomatillo Red Chili Salsa, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream, Lettuce",$8.75 ,Tomatillo Red Chili Salsa,Rice,Black Beans,Pinto Beans,Cheese
1137,1,Steak Crispy Tacos,"Tomatillo Red Chili Salsa, Cheese, Sour Cream",$9.25 ,Tomatillo Red Chili Salsa,Cheese,Sour Cream,,
1138,1,Chicken Salad Bowl,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Guacamole, Lettuce",$11.25 ,Roasted Chili Corn Salsa,Fajita Vegetables,Rice,Guacamole,Lettuce
1138,1,Chicken Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Sour Cream, Guacamole, Lettuce",$11.25 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Sour Cream,Guacamole
1139,1,Chicken Burrito,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Pinto Beans, Guacamole, Lettuce",$11.25 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Black Beans,Pinto Beans
1139,1,Canned Soft Drink,Sprite,$1.25 ,Sprite,,,,
1140,1,Chicken Bowl,"Tomatillo Red Chili Salsa, Rice, Black Beans, Pinto Beans, Cheese, Sour Cream",$8.75 ,Tomatillo Red Chili Salsa,Rice,Black Beans,Pinto Beans,Cheese
1140,1,Steak Bowl,"Roasted Chili Corn Salsa, Black Beans, Pinto Beans, Cheese, Sour Cream",$9.25 ,Roasted Chili Corn Salsa,Black Beans,Pinto Beans,Cheese,Sour Cream
1140,1,Chips and Guacamole,,$4.45 ,,,,,
1140,1,Canned Soft Drink,Coke,$1.25 ,Coke,,,,
1141,1,Chicken Burrito,"Tomatillo Red Chili Salsa, Rice, Cheese, Sour Cream",$8.75 ,Tomatillo Red Chili Salsa,Rice,Cheese,Sour Cream,
1141,1,Canned Soft Drink,Coke,$1.25 ,Coke,,,,
1141,1,Chips,,$2.15 ,,,,,
1142,2,Steak Crispy Tacos,"Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Cheese, Sour Cream, Lettuce",$17.98 ,Tomatillo-Red Chili Salsa (Hot),Pinto Beans,Cheese,Sour Cream,Lettuce
1142,1,Steak Burrito,"Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Cheese, Sour Cream, Lettuce",$8.99 ,Tomatillo-Red Chili Salsa (Hot),Pinto Beans,Cheese,Sour Cream,Lettuce
1143,1,Chicken Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Lettuce",$8.75 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Cheese,Lettuce
1143,1,Chips and Tomatillo Red Chili Salsa,,$2.95 ,,,,,
1143,1,Canned Soft Drink,Coke,$1.25 ,Coke,,,,
1144,1,Steak Soft Tacos,"Fresh Tomato Salsa, Sour Cream, Cheese, Lettuce, Guacamole",$11.75 ,Fresh Tomato Salsa,Sour Cream,Cheese,Lettuce,Guacamole
1144,1,Bottled Water,,$1.50 ,,,,,
1145,1,Chicken Burrito,"Roasted Chili Corn Salsa, Rice, Black Beans",$8.75 ,Roasted Chili Corn Salsa,Rice,Black Beans,,
1145,1,Chicken Salad Bowl,"Roasted Chili Corn Salsa, Black Beans, Sour Cream, Cheese, Lettuce",$8.75 ,Roasted Chili Corn Salsa,Black Beans,Sour Cream,Cheese,Lettuce
1146,1,Carnitas Burrito,"Fresh Tomato (Mild), Lettuce, Black Beans, Guacamole, Rice, Sour Cream, Cheese",$11.08 ,Fresh Tomato (Mild),Lettuce,Black Beans,Guacamole,Rice
1147,1,Steak Burrito,"Roasted Chili Corn Salsa (Medium), Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Cheese, Sour Cream, Lettuce",$8.99 ,Roasted Chili Corn Salsa (Medium),Tomatillo-Red Chili Salsa (Hot),Black Beans,Rice,Cheese
1147,1,Side of Chips,,$1.69 ,,,,,
1148,1,Carnitas Bowl,"Fresh Tomato Salsa (Mild), Pinto Beans, Rice, Cheese, Sour Cream, Lettuce",$8.99 ,Fresh Tomato Salsa (Mild),Pinto Beans,Rice,Cheese,Sour Cream
1148,1,Side of Chips,,$1.69 ,,,,,
1149,1,Chicken Burrito,"Tomatillo-Red Chili Salsa (Hot), Pinto Beans, Rice, Cheese, Guacamole",$10.98 ,Tomatillo-Red Chili Salsa (Hot),Pinto Beans,Rice,Cheese,Guacamole
1149,1,Chips and Guacamole,,$3.99 ,,,,,
1149,1,Izze,Blackberry,$3.39 ,Blackberry,,,,
1150,1,Steak Bowl,"Roasted Chili Corn Salsa, Pinto Beans, Rice, Cheese, Sour Cream, Guacamole",$11.75 ,Roasted Chili Corn Salsa,Pinto Beans,Rice,Cheese,Sour Cream
1150,1,Chips,,$2.15 ,,,,,
1151,1,Steak Burrito,"Fresh Tomato Salsa, Sour Cream, Rice, Guacamole, Lettuce",$11.75 ,Fresh Tomato Salsa,Sour Cream,Rice,Guacamole,Lettuce
1151,1,Chips and Fresh Tomato Salsa,,$2.95 ,,,,,
1152,1,Chicken Bowl,"Fresh Tomato Salsa, Rice, Cheese, Sour Cream",$8.75 ,Fresh Tomato Salsa,Rice,Cheese,Sour Cream,
1152,1,Chicken Salad Bowl,"Roasted Chili Corn Salsa, Cheese",$8.75 ,Roasted Chili Corn Salsa,Cheese,,,
1153,1,Carnitas Soft Tacos,"Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.75 ,Tomatillo Red Chili Salsa,Rice,Black Beans,Cheese,Sour Cream
1153,1,Chicken Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Guacamole, Lettuce",$11.25 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Black Beans,Cheese
1154,1,Steak Burrito,"Fresh Tomato Salsa, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.75 ,Fresh Tomato Salsa,Rice,Pinto Beans,Cheese,Sour Cream
1154,1,Chicken Burrito,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Pinto Beans,Cheese
1154,1,Chips and Guacamole,,$4.45 ,,,,,
1155,1,Veggie Bowl,"Fresh Tomato Salsa, Rice, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 ,Fresh Tomato Salsa,Rice,Black Beans,Cheese,Sour Cream
1155,1,Canned Soft Drink,Diet Coke,$1.25 ,Diet Coke,,,,
1156,2,Canned Soda,Coca Cola,$2.18 ,Coca Cola,,,,
1156,2,Canned Soda,Sprite,$2.18 ,Sprite,,,,
1156,1,Chips and Roasted Chili-Corn Salsa,,$2.39 ,,,,,
1156,1,Chicken Crispy Tacos,"Roasted Chili Corn Salsa (Medium), Cheese, Sour Cream, Lettuce",$8.49 ,Roasted Chili Corn Salsa (Medium),Cheese,Sour Cream,Lettuce,
1156,1,Steak Burrito,"Roasted Chili Corn Salsa (Medium), Black Beans, Rice, Cheese, Sour Cream, Lettuce",$8.99 ,Roasted Chili Corn Salsa (Medium),Black Beans,Rice,Cheese,Sour Cream
1156,1,Chips and Fresh Tomato Salsa,,$2.39 ,,,,,
1157,1,Veggie Burrito,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Black Beans, Guacamole, Lettuce",$11.25 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Black Beans,Guacamole
1157,1,Chicken Crispy Tacos,"Roasted Chili Corn Salsa, Fajita Vegetables, Rice, Black Beans, Cheese, Lettuce",$8.75 ,Roasted Chili Corn Salsa,Fajita Vegetables,Rice,Black Beans,Cheese
1158,1,Carnitas Bowl,"Fresh Tomato Salsa, Rice, Fajita Vegetables, Black Beans, Cheese, Lettuce, Guacamole",$11.75 ,Fresh Tomato Salsa,Rice,Fajita Vegetables,Black Beans,Cheese
1158,1,Carnitas Bowl,"Fresh Tomato Salsa, Rice, Fajita Vegetables, Black Beans, Lettuce, Guacamole",$11.75 ,Fresh Tomato Salsa,Rice,Fajita Vegetables,Black Beans,Lettuce
1159,1,Chicken Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Pinto Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Pinto Beans,Cheese
1159,1,Chips and Guacamole,,$4.45 ,,,,,
1159,1,Chips,,$2.15 ,,,,,
1160,1,Chicken Bowl,"Fresh Tomato (Mild), Rice, Sour Cream, Cheese",$8.19 ,Fresh Tomato (Mild),Rice,Sour Cream,Cheese,
1160,1,Chicken Bowl,"Fresh Tomato (Mild), Guacamole, Rice",$10.58 ,Fresh Tomato (Mild),Guacamole,Rice,,
1161,1,Chips and Guacamole,,$4.45 ,,,,,
1161,1,Steak Bowl,"Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese",$9.25 ,Tomatillo Red Chili Salsa,Rice,Black Beans,Cheese,
1162,1,Bottled Water,,$1.09 ,,,,,
1162,1,Steak Bowl,"Roasted Chili Corn Salsa (Medium), Rice, Black Beans, Pinto Beans, Fajita Veggies, Lettuce",$8.99 ,Roasted Chili Corn Salsa (Medium),Rice,Black Beans,Pinto Beans,Fajita Veggies
1163,1,Chicken Burrito,"Tomatillo Green Chili Salsa, Black Beans, Cheese, Guacamole, Lettuce",$11.25 ,Tomatillo Green Chili Salsa,Black Beans,Cheese,Guacamole,Lettuce
1163,1,Bottled Water,,$1.50 ,,,,,
1164,1,Carnitas Bowl,"Roasted Chili Corn Salsa (Medium), Rice, Cheese, Sour Cream, Lettuce",$8.99 ,Roasted Chili Corn Salsa (Medium),Rice,Cheese,Sour Cream,Lettuce
1164,1,Chips and Guacamole,,$3.99 ,,,,,
1165,1,Chips and Guacamole,,$4.45 ,,,,,
1165,1,Steak Bowl,"Roasted Chili Corn Salsa, Rice, Pinto Beans, Sour Cream, Cheese, Guacamole",$11.75 ,Roasted Chili Corn Salsa,Rice,Pinto Beans,Sour Cream,Cheese
1165,1,Chips,,$2.15 ,,,,,
1166,1,Chicken Bowl,"Roasted Chili Corn Salsa, Rice, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 ,Roasted Chili Corn Salsa,Rice,Cheese,Sour Cream,Guacamole
1166,1,Chicken Soft Tacos,"Fresh Tomato Salsa, Cheese, Sour Cream, Lettuce",$8.75 ,Fresh Tomato Salsa,Cheese,Sour Cream,Lettuce,
1166,1,Chips and Guacamole,,$4.45 ,,,,,
1167,1,Chicken Burrito,"Tomatillo Red Chili Salsa, Rice, Pinto Beans, Cheese",$8.75 ,Tomatillo Red Chili Salsa,Rice,Pinto Beans,Cheese,
1167,1,Barbacoa Burrito,"Tomatillo Red Chili Salsa, Rice, Cheese, Lettuce",$9.25 ,Tomatillo Red Chili Salsa,Rice,Cheese,Lettuce,
1167,3,Chips,,$6.45 ,,,,,
1167,1,Chicken Bowl,"Tomatillo Green Chili Salsa, Rice, Pinto Beans, Sour Cream, Lettuce",$8.75 ,Tomatillo Green Chili Salsa,Rice,Pinto Beans,Sour Cream,Lettuce
1168,1,Chicken Salad Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Black Beans, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 ,Fresh Tomato Salsa,Fajita Vegetables,Black Beans,Cheese,Sour Cream
1168,1,Veggie Bowl,"Fresh Tomato Salsa, Fajita Vegetables, Rice, Cheese, Sour Cream, Guacamole, Lettuce",$11.25 ,Fresh Tomato Salsa,Fajita Vegetables,Rice,Cheese,Sour Cream
1169,1,Chicken Bowl,"Tomatillo Red Chili Salsa, Rice, Black Beans, Cheese, Lettuce",$8.75 ,Tomatillo Red Chili Salsa,Rice,Black Beans,Cheese,Lettuce
1169,1,Steak Bowl,"Roasted Chili Corn Salsa, Rice, Cheese, Sour Cream, Guacamole, Lettuce",$11.75 ,Roasted Chili Corn Salsa,Rice,Cheese,Sour Cream,Guacamole
1170,2,Chicken Bowl,"Tomatillo-Green Chili Salsa (Medium), Black Beans, Rice, Fajita Veggies, Cheese, Sour Cream, Guacamole, Lettuce",$21.96 ,Tomatillo-Green Chili Salsa (Medium),Black Beans,Rice,Fajita Veggies,Cheese
1170,1,Steak Burrito,"Tomatillo-Red Chili Salsa (Hot), Black Beans, Rice, Fajita Veggies, Cheese",$8.99 ,Tomatillo-Red Chili Salsa (Hot),Black Beans,Rice,Fajita Veggies,Cheese
1170,3,Side of Chips,,$5.07 ,,,,,
1170,1,Chicken Bowl,"Fresh Tomato Salsa (Mild), Tomatillo-Green Chili Salsa (Medium), Rice, Fajita Veggies, Cheese, Sour Cream, Lettuce",$8.49 ,Fresh Tomato Salsa (Mild),Tomatillo-Green Chili Salsa (Medium),Rice,Fajita Veggies,Cheese
1171,1,Steak Burrito,"Roasted Chili Corn Salsa, Rice, Pinto Beans, Sour Cream, Cheese, Lettuce",$9.25 ,Roasted Chili Corn Salsa,Rice,Pinto Beans,Sour Cream,Cheese
1171,1,Chicken Burrito,"Fresh Tomato Salsa, Rice, Sour Cream, Cheese, Guacamole",$11.25 ,Fresh Tomato Salsa,Rice,Sour Cream,Cheese,Guacamole
1171,1,Chips and Guacamole,,$4.45 ,,,,,
1172,1,Nantucket Nectar,Peach Orange,$3.39 ,Peach Orange,,,,
